"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-04-09","48","56","40"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-04-10","46","59","32"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-04-11","44","48","39"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-04-12","42","46","38"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-04-13","42","46","38"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-04-14","45","53","36"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-04-15","47","61","33"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-04-16","56","74","37"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-04-17","65","79","50"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-04-18","70","83","57"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-04-19","67","77","57"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-04-20","59","71","46"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-04-21","67","79","55"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-04-22","62","67","56"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-04-23","56","59","53"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-04-24","55","67","43"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-04-25","60","70","49"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-04-26","59","67","50"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-04-27","44","51","36"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-04-28","48","64","32"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-04-29","65","78","51"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-04-30","65","78","52"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-05-01","70","80","59"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-05-02","57","73","41"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-05-03","44","52","36"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-05-04","46","60","31"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-05-05","58","69","47"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-05-06","60","81","39"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-05-07","60","72","47"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-05-08","62","80","43"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-05-09","74","84","63"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-05-10","73","85","60"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-05-11","74","83","65"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-05-12","73","84","61"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-05-13","73","86","60"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-05-14","75","83","66"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-05-15","61","69","52"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-05-16","59","68","50"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-05-17","67","83","50"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-05-18","71","78","63"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-05-19","68","74","62"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-05-20","70","80","59"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-05-21","67","78","61"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-05-22",,"85","61"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-05-23","77","86","68"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-05-24","71","83","59"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-05-25","67","82","52"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-05-26","68","73","63"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-05-27","68","74","62"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-05-28","59","70","48"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-05-29","55","68","42"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-05-30","66","78","54"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-05-31","66","74","58"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-06-01","65","75","55"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-06-02","65","73","57"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-06-03","66","74","57"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-06-04","60","72","47"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-06-05","60","62","57"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-06-06","66","75","57"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-06-07","69","80","57"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-06-08","72","85","59"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-06-09","78","87","68"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-06-10","72","77","67"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-06-11","62","67","56"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-06-12","65","75","55"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-06-13","74","83","65"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-06-14","75","85","65"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-06-15","75","85","65"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-06-16","74","80","68"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-06-17","77","85","68"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-06-18","75","82","68"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-06-19","62","72","52"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-06-20","58","70","45"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-06-21","63","76","50"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-06-22","73","81","64"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-06-23","69","78","59"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-06-24","69","82","56"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-06-25","66","73","58"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-06-26","65","73","56"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-06-27","64","75","53"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-06-28","62","69","55"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-06-29","64","75","53"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-06-30","68","80","55"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-07-01","70","83","57"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-07-02","73","82","63"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-07-03","75","86","64"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-07-04","78","85","70"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-07-05","76","84","67"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-07-06","71","81","61"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-07-07","73","76","69"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-07-08","70","76","63"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-07-09","68","78","57"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-07-10","72","84","60"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-07-11","77","83","70"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-07-12","76","82","69"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-07-13","76","84","68"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-07-14","71","78","63"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-07-15","69","75","62"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-07-16","71","80","61"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-07-17","62","65","59"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-07-18","70","78","61"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-07-19","70","77","62"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-07-20","72","82","62"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-07-21","74","84","64"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-07-22","75","81","69"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-07-23","70","78","62"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-07-24","67","77","57"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-07-25","69","80","58"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-07-26","70","74","65"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-07-27","71","75","66"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-07-28","64","69","59"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-07-29","69","81","56"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-07-30","77","84","69"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-07-31","72","74","69"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-08-01","76","84","68"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-08-02","74","86","62"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-08-03","74","85","63"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-08-04","75","85","64"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-08-05","67","75","58"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-08-06","61","69","52"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-08-07","61","72","50"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-08-08","66","78","54"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-08-09","68","79","56"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-08-10","72","80","64"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-08-11","68","75","61"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-08-12","61","63","59"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-08-13","62","65","58"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-08-14","61","69","53"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-08-15","63","76","50"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-08-16","67","77","56"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-08-17","66","77","54"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-08-18","70","81","58"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-08-19","74","82","66"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-08-20","72","80","64"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-08-21","65","73","57"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-08-22","62","74","49"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-08-23","68","80","55"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-08-24","72","84","59"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-08-25","76","84","68"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-08-26","72","77","66"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-08-27","76","84","67"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-08-28","76","84","68"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-08-29","76","82","69"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-08-30","67","70","64"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-08-31","67","75","58"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-09-01","67","78","55"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-09-02","70","81","59"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-09-03","72","81","62"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-09-04","73","82","64"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-09-05","74","83","64"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-09-06","73","80","66"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-09-07","73","81","65"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-09-08","69","71","66"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-09-09","68","73","63"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-09-10","65","73","56"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-09-11","64","76","51"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-09-12","67","79","54"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-09-13","67","81","53"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-09-14","67","75","59"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-09-15","69","78","60"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-09-16","70","80","60"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-09-17","64","71","57"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-09-18","60","68","51"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-09-19","57","69","45"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-09-20","60","73","46"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-09-21","63","77","49"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-09-22","66","81","50"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-09-23","65","80","49"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-09-24","69","81","56"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-09-25","66","74","57"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-09-26","59","68","50"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-09-27","63","74","51"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-09-28","65","70","59"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-09-29","58","64","51"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-09-30","58","68","48"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-10-01","58","74","42"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-10-02","58","70","45"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-10-03","51","64","38"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-10-04","55","67","43"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-10-05","47","57","36"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-10-06","51","66","35"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-10-07","57","74","40"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-10-08","60","75","44"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-10-09","61","71","50"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-10-10","49","57","41"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-10-11","50","62","38"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-10-12","46","59","33"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-10-13","51","60","42"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-10-14","55","57","52"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-10-15","50","54","46"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-10-16","45","48","41"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-10-17","42","51","33"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-10-18","41","50","31"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-10-19","55","59","50"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-10-20","58","62","53"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-10-21","54","56","51"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-10-22","52","57","47"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-10-23","52","61","43"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-10-24","60","70","50"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-10-25","53","61","45"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-10-26","51","64","38"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-10-27","60","68","51"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-10-28","56","66","46"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-10-29","58","67","48"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-10-30","65","70","59"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-10-31","55","65","45"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-11-01","47","56","38"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-11-02","64","77","50"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-11-03","47","52","42"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-11-04","34","60","42"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-11-05","44","48","39"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-11-06","50","59","40"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-11-07","58","69","46"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-11-08","40","46","34"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-11-09","37","44","30"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-11-10","44","59","29"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-11-11","50","61","39"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-11-12","40","44","36"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-11-13","36","44","27"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-11-14","38","49","26"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-11-15","39","52","26"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-11-16","44","52","35"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-11-17","50","54","46"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-11-18","52","55","48"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-11-19","53","54","52"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-11-20","56","59","53"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-11-21","51","54","47"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-11-22","43","48","38"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-11-23","48","58","37"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-11-24","56","62","50"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-11-25","45","62","27"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-11-26","33","40","25"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-11-27","48","57","39"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-11-28","42","48","35"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-11-29","35","41","29"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-11-30","44","50","37"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-12-01","45","55","35"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-12-02","37","42","31"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-12-03","32","39","24"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-12-04","34","45","23"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-12-05","42","47","36"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-12-06","44","51","37"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-12-07","59","67","50"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-12-08","43","51","35"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-12-09","41","47","35"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-12-10","49","54","43"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-12-11","38","45","31"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-12-12","36","40","32"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-12-13","34","40","27"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-12-14","24","27","20"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-12-15","23","27","18"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-12-16","29","40","17"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-12-17","30","35","25"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-12-18","32","42","21"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-12-19","23","40","5"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-12-20","7","14","0"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-12-21","28","44","12"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-12-22","40","44","35"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-12-23","36","53","19"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-12-24","17","23","10"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-12-25","14","22","6"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-12-26","23","27","19"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-12-27","17","23","11"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-12-28","26","41","10"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-12-29","41","44","38"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-12-30","44","49","38"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2004-12-31","52","55","49"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2005-01-01","47","53","40"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2005-01-02","52","62","42"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2005-01-03","56","57","55"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2005-01-04","49","56","41"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2005-01-05","38","41","35"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2005-01-06","42","51","32"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2005-01-07","33","36","29"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2005-01-08","37","41","33"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2005-01-09","36","41","31"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2005-01-10","38","45","31"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2005-01-11","38","45","31"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2005-01-12","53","62","44"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2005-01-13","55","70","39"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2005-01-14","30","39","21"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2005-01-15","24","30","17"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2005-01-16","20","24","15"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2005-01-17","10","15","5"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","2005-01-18","8","15","1"
