"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-01-12",,"60","42"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-01-13",,"68","50"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-01-14",,"67","49"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-01-15",,"62","39"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-01-16",,"39","32"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-01-17",,"36","31"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-01-18",,"55","35"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-01-19",,"60","39"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-01-20",,"45","33"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-01-21",,"33","23"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-01-22",,"26","18"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-01-23",,"26","13"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-01-24",,"27","21"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-01-25",,"25","17"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-01-26",,"27","17"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-01-27",,"36","12"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-01-28",,"32","22"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-01-29",,"40","15"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-01-30",,"39","22"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-01-31",,"34","18"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-02-01",,"35","30"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-02-02",,"36","21"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-02-03",,"32","12"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-02-04",,"27","16"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-02-05",,"16","-2"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-02-06",,"14","-3"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-02-07",,"19","4"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-02-08",,"19","6"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-02-09",,"28","6"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-02-10",,"36","25"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-02-11",,"34","6"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-02-12",,"12","-4"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-02-13",,"25","2"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-02-14",,"32","10"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-02-15",,"46","21"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-02-16",,"39","29"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-02-17",,"44","20"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-02-18",,"54","20"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-02-19",,"57","28"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-02-20",,"54","26"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-02-21",,"39","21"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-02-22",,"41","18"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-02-23",,"51","34"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-02-24",,"34","19"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-02-25",,"41","18"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-02-26",,"39","32"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-02-27",,"50","33"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-02-28",,"49","31"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-03-01",,"40","25"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-03-02",,"30","19"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-03-03",,"43","19"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-03-04",,"48","29"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-03-05",,"48","33"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-03-06",,"49","44"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-03-07",,"73","48"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-03-08",,"65","19"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-03-09",,"26","13"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-03-10",,"35","8"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-03-11",,"58","23"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-03-12",,"68","36"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-03-13",,"76","35"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-03-14",,"72","39"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-03-15",,"76","43"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-03-16",,"72","45"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-03-17",,"53","37"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-03-18",,"58","30"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-03-19",,"68","31"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-03-20",,"75","48"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-03-21",,"54","37"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-03-22",,"42","34"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-03-23",,"41","32"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-03-24",,"53","27"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-03-25",,"55","27"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-03-26",,"56","27"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-03-27",,"58","35"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-03-28",,"45","39"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-03-29",,"47","35"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-03-30",,"45","36"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-03-31",,"42","30"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-04-01",,"45","29"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-04-02",,"47","33"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-04-03",,"72","29"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-04-04",,"51","24"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-04-05",,"40","18"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-04-06",,"70","32"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-04-07",,"58","38"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-04-08",,"67","44"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-04-09",,"66","36"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-04-10",,"46","35"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-04-11",,"80","38"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-04-12",,"61","48"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-04-13",,"49","39"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-04-14",,"42","31"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-04-15",,"57","27"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-04-16",,"61","37"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-04-17",,"70","44"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-04-18",,"70","53"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-04-19",,"71","48"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-04-20",,"57","42"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-04-21",,"77","51"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-04-22",,"59","36"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-04-23",,"58","32"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-04-24",,"50","38"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-04-25",,"55","30"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-04-26",,"67","32"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-04-27",,"75","47"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-04-28",,"57","41"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-04-29",,"66","40"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-04-30",,"53","44"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-05-01",,"59","44"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-05-02",,"52","42"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-05-03",,"65","33"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-05-04",,"61","47"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-05-05",,"63","48"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-05-06",,"64","45"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-05-07",,"70","38"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-05-08",,"70","39"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-05-09",,"65","54"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-05-10",,"83","59"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-05-11",,"64","54"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-05-12",,"67","50"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-05-13",,"73","45"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-05-14",,"82","59"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-05-15",,"73","52"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-05-16",,"75","43"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-05-17",,"74","58"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-05-18",,"66","50"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-05-19",,"69","48"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-05-20",,"75","50"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-05-21",,"75","56"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-05-22",,"72","46"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-05-23",,"83","45"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-05-24",,"85","62"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-05-25",,"68","56"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-05-26",,"71","55"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-05-27",,"79","52"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-05-28",,"69","61"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-05-29",,"77","58"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-05-30",,"64","54"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-05-31",,"80","47"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-06-01",,"73","57"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-06-02",,"80","63"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-06-03",,"79","59"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-06-04",,"80","56"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-06-05",,"86","57"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-06-06",,"85","63"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-06-07",,"86","65"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-06-08",,"77","61"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-06-09",,"80","57"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-06-10",,"84","64"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-06-11",,"82","60"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-06-12",,"71","55"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-06-13",,"73","50"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-06-14",,"82","56"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-06-15",,"80","54"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-06-16",,"82","51"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-06-17",,"85","53"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-06-18",,"89","56"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-06-19",,"91","62"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-06-20",,"88","68"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-06-21",,"93","66"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-06-22",,"89","64"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-06-23",,"81","65"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-06-24",,"86","65"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-06-25",,"84","66"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-06-26",,"89","66"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-06-27",,"84","69"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-06-28",,"84","67"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-06-29",,"86","64"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-06-30",,"83","64"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-07-01",,"80","64"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-07-02",,"74","57"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-07-03",,"80","50"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-07-04",,"86","61"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-07-05",,"88","69"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-07-06",,"83","71"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-07-07",,"81","66"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-07-08",,"73","56"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-07-09",,"80","51"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-07-10",,"85","60"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-07-11",,"86","59"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-07-12",,"89","62"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-07-13",,"94","64"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-07-14",,"96","69"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-07-15",,"100","71"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-07-16",,"91","70"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-07-17",,"87","72"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-07-18",,"84","69"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-07-19",,"82","62"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-07-20",,"86","62"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-07-21",,"80","68"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-07-22",,"85","69"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-07-23",,"85","70"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-07-24",,"84","71"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-07-25",,"90","69"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-07-26",,"87","71"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-07-27",,"88","67"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-07-28",,"91","68"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-07-29",,"90","74"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-07-30",,"92","70"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-07-31",,"92","64"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-08-01",,"94","67"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-08-02",,"94","70"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-08-03",,"96","69"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-08-04",,"85","73"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-08-05",,"76","70"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-08-06",,"87","69"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-08-07",,"86","67"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-08-08",,"79","64"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-08-09",,"79","62"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-08-10",,"88","67"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-08-11",,"85","67"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-08-12",,"89","68"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-08-13",,"93","74"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-08-14",,"94","71"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-08-15",,"96","72"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-08-16",,"93","74"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-08-17",,"94","71"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-08-18",,"93","73"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-08-19",,"93","66"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-08-20",,"92","68"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-08-21",,"89","67"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-08-22",,"80","61"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-08-23",,"86","54"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-08-24",,"88","58"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-08-25",,"86","59"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-08-26",,"92","59"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-08-27",,"95","61"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-08-28",,"89","65"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-08-29",,"87","64"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-08-30",,"90","64"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-08-31",,"93","63"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-09-01",,"78","61"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-09-02",,"77","55"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-09-03",,"82","51"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-09-04",,"84","58"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-09-05",,"86","54"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-09-06",,"91","56"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-09-07",,"84","61"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-09-08",,"82","63"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-09-09",,"79","60"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-09-10",,"70","51"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-09-11",,"82","44"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-09-12",,"69","59"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-09-13",,"80","66"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-09-14",,"79","55"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-09-15",,"74","52"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-09-16",,"71","53"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-09-17",,"73","57"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-09-18",,"64","49"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-09-19",,"78","43"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-09-20",,"68","59"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-09-21",,"76","62"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-09-22",,"66","43"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-09-23",,"60","39"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-09-24",,"68","39"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-09-25",,"62","48"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-09-26",,"72","45"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-09-27",,"77","51"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-09-28",,"80","51"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-09-29",,"81","51"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-09-30",,"77","50"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-10-01",,"79","50"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-10-02",,"79","54"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-10-03",,"78","49"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-10-04",,"65","60"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-10-05",,"71","61"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-10-06",,"79","59"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-10-07",,"64","51"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-10-08",,"64","47"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-10-09",,"72","42"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-10-10",,"73","46"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-10-11",,"78","47"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-10-12",,"80","47"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-10-13",,"81","49"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-10-14",,"70","48"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-10-15",,"55","43"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-10-16",,"56","39"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-10-17",,"64","34"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-10-18",,"73","42"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-10-19",,"75","51"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-10-20",,"77","45"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-10-21",,"50","42"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-10-22",,"64","42"
"USW00094823","PITTSBURGH INTERNATIONAL AIRPORT, PA US","1995-10-23",,"76","40"
